labels,created_at,body,number,state_reason,title,state,translation,src_lang,gpt_translation,gpt_src_lang,deepL_translation,deepL_src_lang,aws_translation,aws_src_lang
info-needed:*english-please:translation-required-portuguese-brazil,2023-02-16T01:57:43Z,"ADD ISSUE DESCRIPTION HERE

Version: 1.75.1
Commit: 441438abd1ac652551dbe4d408dfcec8a499b8bf
User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41 Herring/97.1.6100.1
Embedder: codespaces

<!-- generated by web issue reporter -->",174515,not_planned,"Olá, Não consigo encontrar a pasta no lado esquerdo da tela p/criar a pasta do arquivo hello, e no terminal a letra a,  quando digita muda  p/a letra u -> make vira ""muke""",closed,"ADD ISSUE DESCRIPTION HERE

Version: 1.75.1
Commit: 441438abd1ac652551dbe4d408dfcec8a499b8bf
User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41 Herring/97.1.6100.1
Embedder: codespaces

<!-- generated by web issue reporter -->",en,"Hello, I cannot find the folder on the left side of the screen to create the folder for the hello file, and in the terminal, when I type the letter a, it changes to the letter u -> make becomes 'muke'.",pt,"Hello, I can't find the folder on the left side of the screen to create the hello file folder, and in the terminal the letter a, when typed changes to the letter u -> make becomes ""muke"" ADD ISSUE DESCRIPTION HEREVersion: 1.75.1Commit: 441438abd1ac652551dbe4d408dfcec8a499b8bfUser Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41 Herring/97.1.6100.1Embedder: codespaces<!-- generated by web issue reporter -->",PT,"Hello, I can't find the folder on the left side of the screen to create the hello file folder, and in the terminal the letter a, when you type change to the letter u -> make it becomes “muke” ADD ISSUE DESCRIPTION hereVersion: 1.75.1 Commit: 441438abd1ac652551dbe4d408dfcec8a499b8bfUser Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebkit/537.36 (KHTML like Gecko) Chrome/110.0.7.0.0 Safari/36 Edg/110.0.1587.41 Herring/97.1.6100.1Embedder: codespaces <!-- generated by web issue reporter -->",pt
info-needed:invalid:*english-please:translation-required-chinese-simplified,2023-02-15T06:12:44Z,所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。,174429,not_planned,TS Server fatal error:  Debug Failure. False expression: Type assertions should never be parsed outside of TS; they should either be comparisons or JSX.,closed,"The requested data is too large to be sent directly. We have written it to the clipboard, please paste it.",zh-CN,"TS Server fatal error: Debug Failure. False expression: Type assertions should never be parsed outside of TS; they should either be comparisons or JSX. The required data is too large to send directly. We have written it to the clipboard, please paste it.",zh,TS Server fatal error:  Debug Failure. False expression: Type assertions should never be parsed outside of TS; they should either be comparisons or JSX. 所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。,EN,TS Server fatal error: Debug Failure. False expression: Type assertions should never be parsed outside of TS; they should either be comparisons or JSX. 所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。,en
info-needed:*english-please:translation-required-chinese-simplified,2023-02-13T15:42:09Z,"
Type: <b>Feature Request</b>

MacO使用Code命令打开文件时，程序坞上会重复出现图表

",174258,completed,There is a problem using 'code' command in path,closed,"
Type: <b>Feature Request</b> MacO When using the Code command to open a file, the chart will appear repeatedly on the Dock

",zh-CN,"There is a problem using the 'code' command in the path. Type: <b>Feature Request</b> When opening files with the Code command on MacOS, the icon appears repeatedly on the dock.",zh,"There is a problem using the 'code' command in path Type: <b>Feature Request</b> MacO When opening a file using the Code command, the chart is repeated on the program dock.",ZH,There is a problem using 'code' command in path Type: <b>Feature Request</b>MacO使用Code命令打开文件时，程序坞上会重复出现图表,en
info-needed:terminal:*english-please:translation-required-chinese-simplified,2023-02-13T08:18:55Z,"Type: <b>Bug</b>

vue项目中，执行npm run dev后在终端看不到项目信息，输入命令后也看不到，项目信息及命令是存在的，只是视觉上我看不到，可以复制出来。

",174226,not_planned,终端输入命令不显示,closed,"Type: <b>Bug</b> In the vue project, after executing npm run dev, I cannot see the project information in the terminal, and I cannot see it after entering the command. The project information and commands exist, but I cannot see them visually. I can copy them.

",zh-CN,"Terminal input commands do not display. Type: <b>Bug</b> In a Vue project, after running npm run dev, I can't see the project information in the terminal, nor can I see any commands after entering them. The project information and commands are there; I just can't see them visually, although I can copy them out.",zh,"Terminal input command does not show Type: <b>Bug</b> vue project, after executing npm run dev in the terminal can not see the project information, after entering the command can not be seen, the project information and the command is there, just visually I can not see, can be copied out.",ZH,"The terminal input command doesn't show up in the Type: <b>Bug</b> vue project. After running npm run dev, I can't see the project information in the terminal, nor can I see it after entering the command. The project information and commands exist, but I can't see them visually, so I can copy them.",zh
info-needed:*english-please:translation-required-spanish,2023-02-09T20:55:41Z,"Type: <b>Bug</b>

abrir normalmente el programa
reproducirlo mas de dos veces
*me imprime una notificacion de que se perdio la conexion con el host
la terminal al momento de correr codigo va muy lenta


",173995,not_planned,Perdida de conexion con el host,closed,"Type: <b>Bug</b> Open the program normally and play it more than twice * It prints a notification that the connection with the host was lost. The terminal is very slow when running the code


",es,Lost connection with the host. Type: <b>Bug</b>open the program normallyrun it more than twice*it gives me a notification that the connection with the host was lostthe terminal is very slow when running code.,es,Lost connection with the host Type: <b>Bug</b>open the program normallyplay it more than twice*I get a notification that the connection with the host was lostthe terminal when running code is very slow,ES,Loss of connection with the host Type: <b>Bug</b> open the program normally and play it more than twice* I get a notification that the connection to the host was lost. The terminal is very slow at the time of running code,es
info-needed:terminal:*english-please:translation-required-spanish,2023-02-09T15:54:57Z,"
Type: <b>Bug</b>

no me deja ejecutar mi terminal


",173959,not_planned,"El proceso del terminal ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" finalizó con el código de salida 3221225477.",closed,"
Type: <b>Bug</b> won&#39;t let me run my terminal


",es,"The process of the terminal ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ended with the exit code 3221225477. Type: <b>Bug</b> It doesn't let me run my terminal.",es,"The terminal process ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ended with the exit code 3221225477. Type: <b>Bug</b>won't let me run my terminal",ES,"The terminal process ""C:\Windows\System32\WindowsPowerShell\v1.0\ powershell.exe” ended with the exit code 3221225477. Type: <b>Bug</b> won't let me run my terminal",es
info-needed:invalid:*english-please:translation-required-chinese-simplified,2023-02-09T13:46:18Z,,173946,not_planned,什么是爱？,closed,,,What is love?,zh,What is love?,ZH,What is love? ,zh
info-needed:invalid:*english-please:translation-required-chinese-simplified,2023-02-09T13:04:36Z,所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。,173938,not_planned,o,closed,"The requested data is too large to be sent directly. We have written it to the clipboard, please paste it.",zh-CN,"The required data is too large to send directly. We have written it to the clipboard, please paste it.",zh,"o The data required is too large to send directly. We have written it to the clipboard, please paste it.",ZH,"o The required data is too large to be sent directly. We've written it to the clipboard, please paste it.",zh
info-needed:*english-please:translation-required-russian:triage-needed,2023-02-09T11:23:33Z,"Type: <b>Bug</b>

many plugins do not work on a remote server when connecting to a remote workspace
for example
Live Sass Compile
PHP Intellephense
when installing the previous version, plugins have to be installed again

",173929,not_planned,1.75,closed,"Type: <b>Bug</b>

many plugins do not work on a remote server when connecting to a remote workspace
for example
Live Sass Compile
PHP Intellephense
when installing the previous version, plugins have to be installed again

",en,"1.75. Type: <b>Bug</b> many plugins do not work on a remote server when connecting to a remote workspace. For example, Live Sass Compile, PHP Intellephense. When installing the previous version, plugins have to be installed again.",en,1.75 Type: <b>Bug</b>many plugins do not work on a remote server when connecting to a remote workspacefor exampleLive Sass CompilePHP Intellephensewhen installing the previous version plugins have to be installed again,EN,1.75 Type: <b>Bug</b>many plugins do not work on a remote server when connecting to a remote workspacefor exampleLive Sass CompilePHP Intellephensewhen installing the previous version plugins have to be installed again,en
info-needed:*english-please:translation-required-chinese-simplified,2023-02-08T07:29:37Z,"Type: <b>Bug</b>

在md等文件中鼠标光标变化时自动打开 输出并报以下错误
[Error - 3:25:42 PM] Request textDocument/codeAction failed.
  Message: Internal error, please look at the server's logs.
  Code: -32603 

",173765,not_planned,未知bug,closed,"Type: <b>Bug</b> When the mouse cursor changes in md and other files, the output is automatically opened and the following error is reported [Error - 3:25:42 PM] Request textDocument/codeAction failed. Message: Internal error, please look at the server&#39;s logs. Code: -32603 

",zh-CN,"Unknown bug. Type: <b>Bug</b> Automatically opens when the mouse cursor changes in files like md, and reports the following error [Error - 3:25:42 PM] Request textDocument/codeAction failed. Message: Internal error please look at the server's logs. Code: -32603.",zh,未知bug Type: <b>Bug</b>在md等文件中鼠标光标变化时自动打开 输出并报以下错误[Error - 3:25:42 PM] Request textDocument/codeAction failed.  Message: Internal error please look at the server's logs.  Code: -32603,EN,未知bug Type: <b>Bug</b>在md等文件中鼠标光标变化时自动打开 输出并报以下错误[Error - 3:25:42 PM] Request textDocument/codeAction failed. Message: Internal error please look at the server's logs. Code: -32603 ,en
