Summary,Issue id,Status,Priority,Resolution,Created,Resolved,Description
Elf-hack errors prevent compilation of SeaMonkey 2.53.1,1619776,RESOLVED,--,WORKSFORME,2020-03-03 21:22:41+00:00,2021-04-20 08:06:07+00:00,"When building SeaMonkey 2.53.1 on openSUSE Tumbleweed, I am getting errors that advise me to use `--disable-elf-hack` and to file a bug:

```
===
=== If you get failures below, please file a bug describing the error
=== and your environment (compiler and linker versions), and
=== provide the pre-elfhacked library as an attachment.
=== Use --disable-elf-hack until this is fixed.
===
# Fail if the library doesn't have INIT_ARRAY .dynamic info
readelf -d test-array.so | grep '(INIT_ARRAY)'
 0x0000000000000019 (INIT_ARRAY)         0x9df0
/home/abuild/rpmbuild/BUILD/seamonkey/obj-x86_64-pc-linux-gnu/build/unix/elfhack/elfhack -b -f test-array.so
test-array.so: Reduced by 16184 bytes
# Fail if the backup file doesn't exist
[ -f 'test-array.so.bak' ]
# Fail if the new library doesn't contain less relocations
[ $(objdump -R test-array.so.bak | wc -l) -gt $(objdump -R test-array.so | wc -l) ]
===
=== If you get failures below, please file a bug describing the error
=== and your environment (compiler and linker versions), and
=== provide the pre-elfhacked library as an attachment.
=== Use --disable-elf-hack until this is fixed.
===
# Fail if the library doesn't have INIT .dynamic info
readelf -d test-ctors.so | grep '(INIT)'
make[4]: *** [Makefile:25: test-ctors.so] Error 1
```

The problems indeed go away when I use `--disable-elf-hack`.  Perhaps they arose as a result of the decision in Bug 1381211 to remove this flag.

Attached are (what I hope are) the pre-elfhacked libraries. (It would have been nice if the error messages were a little clearer about what files to attach.)

Compiler: GCC 9.2.1 20200128 [revision 83f65674e78d97d27537361de1a9d74067ff228d]
Linker: ln (GNU coreutils) 8.31"
Missing sort direction arrows in v. 2.53.1,1620759,RESOLVED,--,DUPLICATE,2020-03-07 12:09:20+00:00,2020-03-09 08:43:40+00:00,"User Agent:  Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0

Steps to reproduce:

I apply the SeaMonkey Modern theme. and open any dialog with a list like for example Library (Bookmarks/History ),  Mail & Newsgroup, Address Book, Select Adresses.


Actual results:

There is no longer arrows in the list headers to indicate the sorting direction.


Expected results:

There should be an arrow to indicate which column there is sorted by and in which direction."
Mail folder listing is empty/invisible upon upgrade to 2.53.1,1620881,RESOLVED,--,INVALID,2020-03-09 00:31:22+00:00,2020-03-10 23:48:52+00:00,"User Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.136 Safari/537.36

Steps to reproduce:

SeaMonkey was upgraded via Fedora (31) package, upon launching for the first time, the pane on the left side that normally lists the accounts, is empty/invisible. Attached is a screenshot.



Actual results:

Pane displayed nothing. 


Expected results:

Pane should have displayed all accounts."
Fix suite installer and build config for latest comm-central changes.,1620962,RESOLVED,--,FIXED,2020-03-09 12:54:27+00:00,2020-11-10 22:40:58+00:00,"SeaMonkey comm-central builds are currently broken beause of various bugs:

- Bug 1608610 Integrate Calendar into Thunderbird (actual integration step, non-meta)
- Bug 1562313 convert thunderbird javascript components over to use static registration (like bug 1524688)
- Bug 1611386 Unship support for system Sqlite
- Bug 1615401 Content process of 32bit firefox.exe crashes on 32bit OS if Windows compatibility mode is set to Win7"
static analysis error in SeaMonkey profile migrator.,1620965,RESOLVED,--,FIXED,2020-03-09 13:03:26+00:00,2020-03-09 13:36:14+00:00,"See Bug 1487082 ""fix a couple of double-mRefCnt declaration errors""
Same error in suite/components/migration/src/nsThunderbirdProfileMigrator.h"
Date/time format in SeaMonkey 2.53.1 does not follow the OS's locale setting,1621041,RESOLVED,--,WORKSFORME,2020-03-09 16:27:08+00:00,2020-03-10 21:07:13+00:00,"User Agent:  Mozilla/5.0 (Windows NT 6.1; WOW64; rv:60.0) Gecko/20100101 Firefox/60.0

Steps to reproduce:

Open any list with a Date column - for example Mesenger, History/Bookmarks


Actual results:

The date and time is shown in US-format not in the format of Windows Locale setting(in this case Danish dd-mm-YYYY 24hours).


Expected results:

The date and time should be shown according to OS Locale as in previous SeaMonkey versions"
Browser history not cleared during SeaMonkey shutdown,1621445,RESOLVED,P1,FIXED,2020-03-10 21:42:29+00:00,2024-05-12 12:19:37+00:00,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Lightning/5.8.1

Steps to reproduce:

In SeaMonkey latest version 2.53.1, I create 5 profiles and in each profile my main setting is to set:
""Always ckear private date when I close Seamonkey""
with more option that  it will erase all of 9 checked items (from ""Browsing History"", to ""Authenticated Session"", see menu Preferences>Privacy & Security>Private Data). 

I browse some sites, say using profile1, and when I close it, a form called ""Clear Private Data"" is displayed that warn me before everything deleted; and I hit 'Clear Private Data Now' button.
Then I open a browser again with the same profile (profile1). A bug is, all of the link since last used, are still remembered.

This issue not happened in SeaMonkey version 2.49.5, but now happened in latest version.

Wanted to let you know that I also found this issue for all version (from version 38 to now on) of firefox browser, that why I no longer interested with firefox and I don't want this issue happen to seamonkey.

PS: I'm is a thunderbird and seamonkey lover and currently always make a donation. But now thunderbird stop all donation, please also fix it because I'll glad to make donation


Actual results:

Cookies/History not removed in a Seamonkey (or FireFox) profile


Expected results:

I want Cookies/History is completely removed in a Seamonkey (or FireFox) profile"
Pasting formatted table cells (e.g. from LibreOffice Calc) reformats whole email-text,1622196,UNCONFIRMED,--,,2020-03-13 08:44:20+00:00,2021-03-10 22:07:22+00:00,"User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0 SeaMonkey/2.49.5

Steps to reproduce:

Copy some cells from LibreOffice Calc and paste into Email body.


Actual results:

The whole email text gets reformatted to different text size.


Expected results:

Pasting should not interfere with rest of email text."
Checksum errors for SeaMonkey 2.53.1 release,1622641,RESOLVED,--,FIXED,2020-03-15 15:42:03+00:00,2020-03-31 03:53:33+00:00,"User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 SeaMonkey/2.49.5

Steps to reproduce:

There seem to be a few issues with the checksum files (MD5SUMS.txt, SHA1SUMS.txt, SHA512SUMS.txt) at <https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/>:

* The checksums for <source/seamonkey-2.53.1.source.tar.xz> are incorrect in all 3 files. Correct checksums are included in <source/seamonkey-2.53.1.checksums> (in the source/ subdirectory).
* Paths for language-specific builds are messed up, e.g. <platform/win32/en-US/cs/de/en-GB/seamonkey-2.53.1.en-GB.win32.zip should be just platform/win32/en-GB/seamonkey-2.53.1.en-GB.win32.zip> (without the <en-US/cs/de/> part) - each subsequent language has all previous languages in its path, even though they're not actually organised that way on the server.

Not so problematic, but presumably the paths should match organisation on the server:
* Paths for executable builds have <platform/> prefixed (e.g. <platform/win32/...> should presumably be just <win32/...>)
* Paths for updates have <tmp/releases/2.53.1/> (e.g. <tmp/releases/2.53.1/update/win32/...> should presumably be just <update/win32/...>)


Actual results:

* Checksums for the file downloaded from <https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/source/seamonkey-2.53.1.source.tar.xz> don't match those specified in MD5SUMS.txt, SHA1SUMS.txt and SHA512SUMS.txt
* File paths in MD5SUMS.txt, SHA1SUMS.txt, SHA512SUMS.txt do not match the paths to the files on the server


Expected results:

* Checksums for the file downloaded from <https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/source/seamonkey-2.53.1.source.tar.xz> should match those specified in MD5SUMS.txt, SHA1SUMS.txt and SHA512SUMS.txt
* File paths in MD5SUMS.txt, SHA1SUMS.txt, SHA512SUMS.txt should (presumably) match the paths to the files on the server"
Download in progress Window never finishes,1622830,RESOLVED,P5,FIXED,2020-03-16 14:53:11+00:00,2020-11-01 20:49:19+00:00,"User Agent: Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1

Steps to reproduce:

(Does the same on other download sites, but this is perhaps the most important for this application at the moment.)
1. Go to https://www.wg9s.com/comm-253/ 
2. Right-click on an file name, click Save Link Target As, etc. to start download.
3. Let download progress.


Actual results:

Download gets to 100% and sits there with status 'downloading'

I started the example download last night and found it still sitting like that this morning.
I also tried downloads from other sites and get the same result.
I also tried simply clicking on the link instead of 'save ... as' and got the same result.


Expected results:

Download should finish."
SeaMonkey 2.53.1 doesn't jump back to calling tab if a tab has been closed,1623054,RESOLVED,--,FIXED,2020-03-17 12:39:31+00:00,2022-03-26 15:11:41+00:00,"User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1

Steps to reproduce:

The tab numbering is just to make my issue a bit better understandable:

Imagine, you have three open tabs numbered one to three from left to right. Now when I want a link in tab one being opened as new tab, it becomes tab four on the right side of the other tabs (I have the option ""open related tabs after current tabs"" disabled). 


Actual results:

When I close tab four, seamonkey switches to tab three.


Expected results:

Seamonkey should switch back to tab one where I had called tab four from."
Seamonkey 2.53.1 installer is not digitally signed,1623213,RESOLVED,--,DUPLICATE,2020-03-18 01:20:45+00:00,2020-03-18 12:48:50+00:00,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1

Steps to reproduce:

Download and run SeaMonkey 2.53.1 installer on Windows 10 64-bit


Actual results:

Cylance blocked it during download
Waived the installer in Cylance
Windows won't elevate an unsigned executable, so still fails
Elevation block is not Windows default behavior, but likely to be enforced by group policy in an enterprise environment. Lack of digital signature may contribute to Cylance quarantining the installer.  I was able to work around both blocks at work; no problems at home where the system is less locked down.


Expected results:

New version gets installed"
When editing reply carriage return is not inserted after the first line,1623874,RESOLVED,--,DUPLICATE,2020-03-20 12:46:29+00:00,2020-03-27 20:10:18+00:00,"User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1

Steps to reproduce:

Find an email with some text on the first line. Reply to sender. Move the cursor to the beginning of the first line next to the text of the received email. (i.e. the bit that says so and so wrote:). Type some text and then press return. Then press return again.


Actual results:

The second press of carriage return did nothing. The cursor is left sitting at the beginning of a line with text.



Expected results:

A carriage return should have been inserted.

Once you have done this you can reproduce it by pressing delete up to the end of the line you typed and pressing return twice."
forwarded email truncated short behind Mail Header,1623908,RESOLVED,--,DUPLICATE,2020-03-20 14:35:50+00:00,2020-05-12 19:14:05+00:00,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Lightning/5.8.1

Steps to reproduce:

tried to forward an incoming email

In most of the cases the email is forwarded normally.
in some cases only the header is included in the email created.



Expected results:

the email to be forwarded should have been included"
[META] Nothing works after having joined JITSI conference,1624178,RESOLVED,--,WORKSFORME,2020-03-22 07:38:36+00:00,2024-12-18 14:39:20+00:00,"Steps how to reproduce  with installation of unofficial (by wg9s) De SeaMonkey 2.53.2 beta 1 pre Mozilla/5.0  (NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 Build 20200222130008 (Default Classic Theme, newly created User Profile) on German WIN7 64bit:

0) ˋActivate modified User Agent string pretending SM is FF  → Join conferenceˊ 
   » 👍 conference screen appears with participants and so on
   * no audio                                      😥
   * no video                                      😥
   * no no access to microphone      😥
   * no access to cam                        😥
   * nothing at all seems to work     😥

Additional information:

1. There are tons of JITSI related [FF Bugs](https://bugzilla.mozilla.org/buglist.cgi?short_desc_type=allwordssubstr&longdesc_type=allwordssubstr&longdesc=jitsi&short_desc=jitsi&list_id=15162777&query_format=advanced), difficult to say which ones are also SM bugse
2. During my tests I heard fom an other participent that with his FF also nothing seemed to work
3. The meeting was a lecture via https://jitsi.riot.im/Stratum0Vortraege"
